Label,Nan,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10,Word11,Word12,Word13,Word14,Word15,Word16,Word17,Word18,WOrd19,Word20,Word21,Word22,Word23,Word24,Word25,Word26,Word27,Word28,Word29,Word30,Word31,Word32,Word33,Word34,Word35,Word36,Word37,Word38,Word39,Word40,Word41,Word42,Word43,Word44,Word45,Word46,Word47,Word48,Word49,Word50,Word51,Word52,Word53,Word54,Word55,Word56,Word57,Word58,Word59
0,0,23,28,49,99,82,100,101,87,23,102,45,103,53,104,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,106,87,106,95,8,107,108,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,97,25,110,111,36,112,82,113,114,93,115,116,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,97,117,45,28,118,93,119,120,23,24,23,121,9,122,123,23,0,125,45,126,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,49,23,128,81,129,130,131,10,132,133,134,88,48,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,135,136,48,137,45,81,138,87,139,140,12,141,20,142,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,144,145,25,93,146,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,148,45,28,149,150,23,151,145,130,87,152,153,23,154,155,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,158,9,159,23,160,20,161,110,162,87,163,164,123,23,81,53,0,12,25,166,167,65,136,141,168,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,169,65,170,87,171,172,87,173,174,175,176,15,28,36,177,23,188,178,45,15,75,138,170,106,87,179,0,13,23,89,102,75,181,2,93,182,0,184,123,175,185,186,187,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,189,190,75,36,179,191,192,193,46,194,45,195,46,158,196,0,197,2,198,23,23,97,199,45,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,201,8,53,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,203,2,28,49,23,97,32,9,33,87,48,204,45,93,205,206,0,207,208,209,156,210,211,87,45,212,0,48,213,75,214,215,192,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,217,88,218,93,219,220,221,222,87,153,97,25,223,224,23,192,0,226,227,228,53,229,36,179,97,230,0,153,231,159,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,24,25,233,87,151,88,49,45,234,32,8,235,23,24,20,236,0,45,238,125,239,240,241,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,93,243,244,65,53,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,88,28,153,98,87,246,36,23,247,192,81,9,248,23,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,49,9,250,130,120,32,9,251,67,252,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,254,47,255,45,53,256,8,53,257,38,258,55,259,40,87,260,0,261,262,87,53,263,210,38,61,53,0,87,265,266,87,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,268,28,269,95,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,168,2,270,20,271,272,23,273,75,78,87,2,274,48,38,275,0,25,110,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,277,278,75,25,258,15,277,279,153,280,281,156,37,123,277,110,0,120,282,15,38,88,283,49,55,247,0,209,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,284,285,20,93,286,287,9,97,288,289,45,9,290,291,75,292,0,293,87,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,153,295,292,250,12,9,296,54,2,39,297,45,298,32,299,0,25,301,110,9,296,156,302,303,46,0,305,300,23,247,306,307,65,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,204,75,308,309,310,311,9,312,313,230,314,236,135,161,315,25,0,316,87,48,317,161,318,81,194,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,319,320,36,48,97,93,182,321,45,322,28,323,67,46,201,65,0,31,106,324,325,190,46,87,36,97,0,326,12,141,23,203,208,327,45,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,329,36,330,2,331,332,86,23,270,36,9,333,12,334,335,0,87,337,338,339,340,87,341,215,279,0,93,342,343,344,20,9,345,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,27,28,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,175,2,348,150,110,53,349,8,149,20,46,25,350,65,170,97,88,0,351,292,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,97,353,354,87,25,276,149,93,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,24,356,125,65,9,357,54,23,28,153,358,45,359,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,360,36,192,88,361,36,362,363,36,364,365,48,48,45,9,366,0,206,48,363,39,310,153,48,363,367,0,368,45,369,370,87,23,371,28,372,0,141,373,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,374,8,375,376,377,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,329,379,31,24,380,93,338,296,23,360,12,87,103,53,381,0,383,384,15,385,87,9,332,386,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,258,93,387,388,45,389,46,153,179,151,145,390,391,45,282,46,36,0,38,93,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,149,392,23,24,393,9,394,12,206,93,345,395,396,38,93,0,12,398,399,400,401,38,230,400,149,0,149,48,38,20,9,402,12,403,87,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,81,405,45,28,111,87,347,406,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,97,407,45,28,93,94,408,123,409,23,410,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,411,87,412,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,27,258,23,413,25,2,63,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,168,208,414,53,267,93,415,416,87,409,23,28,332,141,363,417,0,234,223,258,23,24,418,2,419,420,0,102,45,27,45,28,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,88,28,153,350,8,9,177,1,421,422,423,38,424,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,23,24,63,119,87,67,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,426,292,25,26,87,276,203,208,28,427,110,428,217,45,429,125,0,9,430,258,9,431,225,226,432,433,0,434,292,180,12,53,435,378,436,437,0,268,438,208,9,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,440,243,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,441,442,87,443,106,35,134,23,444,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,49,23,128,145,130,87,36,302,36,41,445,45,46,38,420,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,158,48,170,25,2,64,447,87,448,153,23,449,208,450,48,38,0,170,452,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,277,24,25,453,276,87,93,94,146,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,49,23,128,145,106,209,190,75,455,123,67,369,321,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,125,53,41,82,189,87,48,456,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,153,347,36,458,38,459,460,53,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,462,463,464,174,105,54,65,9,357,23,413,465,25,93,146,111,0,9,12,9,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,270,25,233,8,467,87,192,468,45,49,467,65,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,24,470,45,73,36,179,38,185,8,471,93,182,422,123,23,168,0,472,28,93,94,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,474,125,36,23,475,476,477,54,23,28,473,123,23,478,479,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,102,369,45,480,46,45,481,46,49,55,482,46,277,482,46,45,346,362,20,155,45,88,483,45,145,362,23,45,484,46,485,44,486,48,247,145,247,487,488,23,158,112,88,346,23,247,346,310,332,141,23,28,40,0,0,0,0,0
0,0,23,73,87,28,87,210,489,23,490,234,153,347,20,491,93,492,20,0,493,23,249,45,494,37,363,52,131,0,296,23,495,53,492,20,9,493,23,0,36,23,496,497,32,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,234,498,87,23,277,249,45,28,49,150,37,499,46,67,210,23,0,2,67,53,119,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,175,25,316,87,49,23,128,81,501,502,503,75,504,36,23,168,236,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,506,28,9,507,418,48,508,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,278,136,509,55,510,46,28,153,23,234,119,23,484,511,51,87,125,512,198,175,2,123,190,409,175,153,241,23,247,510,125,513,292,105,198,23,511,93,277,514,515,87,516,125,241,511,51,87,409,9,517,518,240,110,353,105,0,0
0,0,23,28,519,329,8,9,520,36,521,156,522,9,248,20,53,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,347,31,111,110,23,102,27,38,524,125,36,107,428,525,41,0,526,527,190,93,271,528,46,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,49,175,529,530,72,9,531,41,82,153,532,45,46,533,87,0,168,2,234,36,534,31,23,215,535,0,122,302,99,319,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,537,362,538,539,51,45,81,82,540,180,541,542,87,36,23,151,0,125,240,544,545,51,25,110,408,546,0,139,123,65,547,8,369,12,9,548,0,20,53,435,549,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,268,28,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,426,292,25,147,75,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,153,111,87,358,87,551,443,156,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,168,2,20,182,552,553,53,554,555,225,349,310,37,23,28,38,0,556,236,557,136,182,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,36,395,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,233,123,280,559,45,96,560,136,45,561,45,46,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,175,25,276,87,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,151,279,292,25,295,45,28,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,564,15,565,87,566,36,75,38,567,368,568,67,15,123,20,9,0,570,12,503,23,247,472,123,28,36,0,38,153,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,138,54,48,303,46,28,49,269,12,93,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,130,23,28,347,23,28,573,246,23,28,49,175,199,45,145,0,23,28,347,54,23,574,37,123,20,0,236,142,65,75,576,168,577,36,578,0,215,145,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,580,31,581,45,28,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,583,503,573,584,258,23,28,98,192,94,585,586,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,53,587,588,53,589,87,590,9,591,592,25,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,201,8,53,593,87,128,484,511,594,153,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,596,45,597,20,258,23,28,329,87,597,180,9,561,36,23,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,599,600,599,21,601,87,602,87,28,93,94,111,36,112,217,45,0,48,185,604,45,93,85,514,605,45,0,210,88,89,607,280,149,23,144,145,0,174,190,261,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,89,158,150,179,609,610,32,46,123,48,438,611,49,48,612,179,0,613,467,67,614,87,23,615,20,226,0,418,36,296,87,48,303,46,28,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,175,8,15,258,21,617,618,65,15,49,93,258,21,266,38,619,258,0,620,241,21,621,65,183,258,15,28,0,64,12,593,15,253,241,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,97,25,93,146,350,123,48,318,277,622,46,573,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,623,125,25,153,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,175,624,110,12,625,175,626,53,627,87,25,288,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,78,628,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,48,496,81,82,9,243,630,23,217,45,631,125,632,310,93,0,630,12,53,634,635,87,636,87,90,0,638,123,639,20,330,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,158,110,641,642,259,643,87,23,28,219,243,156,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,130,190,644,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,645,416,25,646,87,2,647,20,482,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,153,98,123,420,168,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,276,31,454,648,9,649,12,9,428,23,88,484,87,360,24,0,63,650,347,379,31,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,97,506,651,203,208,249,45,652,418,67,467,45,328,45,467,266,0,25,276,354,87,653,654,292,32,391,0,655,20,9,78,656,526,46,28,106,0,156,53,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,36,9,259,39,119,87,2,199,122,65,9,658,659,149,660,0,31,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,28,49,48,230,217,663,20,46,93,106,83,664,65,9,418,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,665,666,653,45,9,667,123,192,668,36,137,473,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,203,171,96,490,123,330,88,93,146,669,87,48,670,46,36,175,0,87,36,23,81,236,671,87,409,23,0,277,672,87,81,192,673,671,153,330,0,93,146,12,93,674,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
